-183.180, 73.455, 2.191,  7.504
-183.161, 73.235, 2.209,  7.557
-183.151, 73.117, 2.226,  7.830
-183.132, 72.893, 2.254,  7.879
-183.123, 72.782, 2.264,  8.137
-183.104, 72.555, 2.286,  8.187
-183.095, 72.440, 2.304,  8.443
-183.076, 72.208, 2.333,  8.496
-183.066, 72.083, 2.346,  8.736
-183.048, 71.848, 2.365,  8.786
-183.039, 71.731, 2.373,  9.044
-183.021, 71.493, 2.389,  9.095
-183.012, 71.371, 2.400,  9.145
-183.003, 71.251, 2.413,  9.378
-182.985, 71.009, 2.438,  9.427
-182.977, 70.889, 2.450,  9.477
-182.968, 70.767, 2.463,  9.714
-182.951, 70.520, 2.488,  9.768
-182.941, 70.385, 2.502, 10.007
-182.925, 70.134, 2.528, 10.062
-182.915, 69.996, 2.541, 10.288
-182.899, 69.741, 2.567, 10.341
-182.890, 69.604, 2.580, 10.574
-182.873, 69.345, 2.605, 10.627
-182.865, 69.206, 2.619, 10.936
-182.849, 68.943, 2.645, 10.990
-182.840, 68.801, 2.660, 11.235
-182.824, 68.534, 2.687, 11.289
-182.816, 68.388, 2.702, 11.521
-182.800, 68.117, 2.729, 11.577
-182.792, 67.963, 2.745, 11.812
-182.777, 67.687, 2.772, 11.867
-182.769, 67.535, 2.787, 12.098
-182.754, 67.255, 2.815, 12.149
-182.746, 67.112, 2.829, 12.200
-182.739, 66.969, 2.842, 12.438
-182.725, 66.683, 2.870, 12.489
-182.717, 66.537, 2.885, 12.539
-182.710, 66.392, 2.899, 12.799
-182.696, 66.100, 2.928, 12.847
-182.690, 65.960, 2.942, 12.895
-182.683, 65.819, 2.956, 13.131
-182.669, 65.522, 2.986, 13.179
-182.663, 65.379, 3.001, 13.226
-182.657, 65.237, 3.015, 13.455
-182.643, 64.934, 3.045, 13.508
-182.637, 64.773, 3.061, 13.735
-182.624, 64.465, 3.091, 13.783
-182.618, 64.317, 3.106, 13.830
-182.612, 64.172, 3.121, 14.087
-182.599, 63.859, 3.152, 14.135
-182.593, 63.707, 3.167, 14.182
-182.587, 63.559, 3.182, 14.413
-182.575, 63.240, 3.214, 14.461
-182.570, 63.085, 3.230, 14.509
-182.564, 62.931, 3.245, 14.746
-182.552, 62.604, 3.277, 14.794
-182.546, 62.447, 3.293, 14.844
-182.541, 62.283, 3.309, 15.117
-182.529, 61.950, 3.342, 15.167
-182.524, 61.784, 3.359, 15.218
-182.518, 61.613, 3.376, 15.488
-182.507, 61.274, 3.410, 15.536
-182.501, 61.109, 3.427, 15.585
-182.496, 60.940, 3.444, 15.824
-182.485, 60.594, 3.478, 15.872
-182.480, 60.427, 3.495, 15.922
-182.475, 60.250, 3.513, 16.164
-182.464, 59.897, 3.548, 16.217
-182.459, 59.710, 3.566, 16.266
-182.454, 59.535, 3.584, 16.518
-182.443, 59.175, 3.619, 16.571
-182.438, 58.984, 3.639, 16.804
-182.428, 58.618, 3.676, 16.852
-182.423, 58.442, 3.693, 16.900
-182.419, 58.263, 3.711, 17.140
-182.409, 57.890, 3.749, 17.188
-182.404, 57.711, 3.766, 17.439
-182.395, 57.332, 3.804, 17.492
-182.390, 57.129, 3.824, 17.724
-182.380, 56.744, 3.863, 17.773
-182.376, 56.554, 3.882, 18.016
-182.367, 56.164, 3.921, 18.069
-182.362, 55.957, 3.942, 18.314
-182.353, 55.561, 3.981, 18.363
-182.348, 55.367, 4.000, 18.412
-182.344, 55.170, 4.018, 18.653
-182.335, 54.766, 4.057, 18.705
-182.331, 54.555, 4.078, 18.930
-182.322, 54.145, 4.118, 18.985
-182.318, 53.918, 4.140, 19.204
-182.309, 53.502, 4.181, 19.258
-182.305, 53.277, 4.203, 19.489
-182.296, 52.855, 4.245, 19.538
-182.292, 52.645, 4.266, 19.589
-182.288, 52.426, 4.288, 19.827
-182.280, 51.995, 4.330, 19.877
-182.276, 51.777, 4.352, 19.928
-182.272, 51.553, 4.374, 20.175
-182.264, 51.113, 4.418, 20.229
-182.260, 50.872, 4.442, 20.457
-182.252, 50.425, 4.486, 20.507
-182.248, 50.201, 4.509, 20.735
-182.241, 49.748, 4.554, 20.789
-182.237, 49.500, 4.579, 21.015
-182.229, 49.039, 4.625, 21.066
-182.225, 48.805, 4.648, 21.296
-182.218, 48.337, 4.695, 21.346
-182.214, 48.100, 4.718, 21.592
-182.207, 47.625, 4.766, 21.643
-182.203, 47.381, 4.790, 21.885
-182.196, 46.899, 4.838, 21.961
-182.191, 46.532, 4.875, 22.201
-182.184, 46.041, 4.924, 22.251
-182.180, 45.792, 4.949, 22.479
-182.173, 45.294, 4.999, 22.534
-182.170, 45.020, 5.026, 22.769
-182.163, 44.515, 5.076, 22.824
-182.159, 44.236, 5.103, 23.137
-182.152, 43.724, 5.141, 23.186
-182.149, 43.473, 5.120, 23.474
-182.142, 42.963, 5.093, 23.528
-182.139, 42.686, 5.132, 23.766
-182.132, 42.168, 5.189, 23.821
-182.129, 41.880, 5.263, 24.050
-182.122, 41.345, 5.381, 24.100
-182.119, 41.073, 5.471, 24.150
-182.116, 40.796, 5.570, 24.382
-182.109, 40.231, 5.674, 24.459
-182.104, 39.794, 5.688, 24.682
-182.098, 39.226, 5.670, 24.736
-182.094, 38.920, 5.675, 24.967
-182.088, 38.353, 5.665, 25.016
-182.085, 38.075, 5.659, 25.065
-182.082, 37.799, 5.656, 25.306
-182.076, 37.233, 5.677, 25.360
-182.073, 36.926, 5.735, 25.604
-182.067, 36.344, 5.858, 25.658
-182.063, 36.023, 5.929, 25.892
-182.057, 35.422, 6.053, 25.946
-182.054, 35.092, 6.110, 26.175
-182.048, 34.476, 6.183, 26.229
-182.045, 34.141, 6.209, 26.473
-182.039, 33.519, 6.230, 26.522
-182.036, 33.214, 6.230, 26.572
-182.033, 32.903, 6.222, 26.800
-182.027, 32.281, 6.226, 26.857
-182.024, 31.928, 6.255, 27.092
-182.018, 31.298, 6.323, 27.141
-182.015, 30.988, 6.361, 27.192
-182.012, 30.665, 6.414, 27.454
-182.006, 30.016, 6.532, 27.504
-182.003, 29.691, 6.583, 27.739
-181.997, 29.027, 6.669, 27.793
-181.994, 28.663, 6.712, 28.027
-181.989, 27.988, 6.777, 28.077
-181.986, 27.648, 6.805, 28.125
-181.983, 27.318, 6.830, 28.363
-181.977, 26.632, 6.874, 28.417
-181.974, 26.260, 6.896, 28.656
-181.968, 25.568, 6.942, 28.705
-181.966, 25.224, 6.965, 28.756
-181.963, 24.867, 6.996, 29.004
-181.957, 24.163, 7.065, 29.055
-181.954, 23.805, 7.104, 29.291
-181.949, 23.089, 7.187, 29.342
-181.946, 22.724, 7.230, 29.582
-181.940, 21.996, 7.318, 29.630
-181.937, 21.641, 7.360, 29.881
-181.932, 20.900, 7.444, 29.935
-181.929, 20.496, 7.487, 30.173
-181.923, 19.743, 7.564, 30.226
-181.920, 19.339, 7.602, 30.275
-181.917, 18.969, 7.637, 30.524
-181.911, 18.201, 7.706, 30.572
-181.909, 17.828, 7.739, 30.620
-181.906, 17.458, 7.771, 30.872
-181.900, 16.676, 7.841, 30.920
-181.898, 16.296, 7.876, 30.969
-181.895, 15.911, 7.912, 31.246
-181.889, 15.115, 7.989, 31.294
-181.886, 14.730, 8.027, 31.346
-181.883, 14.309, 8.070, 31.592
-181.878, 13.497, 8.154, 31.645
-181.875, 13.062, 8.199, 31.895
-181.869, 12.237, 8.287, 31.949
-181.866, 11.792, 8.334, 32.189
-181.860, 10.953, 8.422, 32.252
-181.856, 10.419, 8.477, 32.490
-181.850, 9.567, 8.563, 32.538
-181.848, 9.153, 8.604, 32.590
-181.845, 8.708, 8.648, 32.845
-181.839, 7.838, 8.733, 32.893
-181.836, 7.420, 8.773, 32.941
-181.833, 6.998, 8.813, 33.180
-181.827, 6.112, 8.898, 33.232
-181.824, 5.649, 8.942, 33.470
-181.818, 4.749, 9.029, 33.519
-181.815, 4.306, 9.072, 33.807
-181.809, 3.394, 9.162, 33.868
-181.806, 2.832, 9.218, 34.115
-181.800, 1.905, 9.312, 34.164
-181.797, 1.444, 9.359, 34.213
-181.794, 0.982, 9.406, 34.455
-181.788, 0.036, 9.502, 34.503
-181.785, -0.423, 9.549, 34.555
-181.781, -0.925, 9.599, 34.812
-181.775, -1.891, 9.696, 34.889
-181.770, -2.644, 9.772, 35.130
-181.764, -3.627, 9.869, 35.183
-181.761, -4.147, 9.920, 35.431
-181.754, -5.144, 10.019, 35.482
-181.751, -5.659, 10.069, 35.530
-181.748, -6.147, 10.117, 35.784
-181.741, -7.165, 10.216, 35.831
-181.738, -7.651, 10.264, 35.880
-181.735, -8.158, 10.314, 36.138
-181.729, -9.196, 10.415, 36.187
-181.725, -9.707, 10.466, 36.237
-181.722, -10.236, 10.517, 36.486
-181.715, -11.294, 10.622, 36.537
-181.712, -11.839, 10.676, 36.766
-181.705, -12.913, 10.782, 36.813
-181.702, -13.423, 10.833, 36.860
-181.699, -13.932, 10.884, 37.078
-181.692, -15.027, 10.993, 37.125
-181.688, -15.543, 11.044, 37.173
-181.685, -16.072, 11.096, 37.407
-181.678, -17.188, 11.207, 37.455
-181.674, -17.732, 11.261, 37.507
-181.671, -18.319, 11.319, 37.733
-181.663, -19.457, 11.431, 37.782
-181.660, -20.017, 11.486, 38.005
-181.653, -21.172, 11.601, 38.058
-181.649, -21.791, 11.663, 38.314
-181.641, -22.965, 11.781, 38.364
-181.637, -23.551, 11.840, 38.414
-181.634, -24.145, 11.900, 38.653
-181.626, -25.342, 12.022, 38.702
-181.622, -25.936, 12.082, 38.752
-181.618, -26.540, 12.144, 38.993
-181.610, -27.762, 12.268, 39.051
-181.606, -28.471, 12.341, 39.279
-181.598, -29.712, 12.467, 39.331
-181.594, -30.362, 12.533, 39.558
-181.585, -31.623, 12.661, 39.610
-181.581, -32.282, 12.727, 39.836
-181.573, -33.563, 12.856, 39.893
-181.568, -34.302, 12.930, 40.167
-181.559, -35.602, 13.060, 40.222
-181.555, -36.320, 13.131, 40.455
-181.546, -37.640, 13.262, 40.505
-181.542, -38.308, 13.328, 40.554
-181.537, -38.962, 13.393, 40.820
-181.528, -40.309, 13.526, 40.872
-181.524, -41.016, 13.595, 40.921
-181.519, -41.678, 13.660, 41.153
-181.510, -43.052, 13.795, 41.202
-181.506, -43.732, 13.862, 41.441
-181.496, -45.126, 13.999, 41.490
-181.491, -45.821, 14.067, 41.729
-181.482, -47.236, 14.206, 41.785
-181.476, -48.028, 14.285, 42.031
-181.467, -49.465, 14.427, 42.080
-181.462, -50.171, 14.497, 42.129
-181.457, -50.885, 14.567, 42.376
-181.447, -52.350, 14.713, 42.429
-181.441, -53.126, 14.790, 42.668
-181.431, -54.614, 14.938, 42.719
-181.426, -55.384, 15.015, 42.984
-181.415, -56.894, 15.165, 43.037
-181.409, -57.694, 15.245, 43.279
-181.398, -59.228, 15.398, 43.335
-181.392, -60.087, 15.484, 43.583
-181.381, -61.645, 15.640, 43.632
-181.376, -62.408, 15.716, 43.681
-181.370, -63.185, 15.793, 43.923
-181.359, -64.773, 15.952, 43.976
-181.353, -65.622, 16.036, 44.211
-181.341, -67.235, 16.196, 44.263
-181.335, -68.074, 16.279, 44.507
-181.322, -69.711, 16.441, 44.569
-181.315, -70.738, 16.542, 44.794
-181.302, -72.402, 16.706, 44.843
-181.296, -73.224, 16.787, 45.087
-181.284, -74.913, 16.953, 45.139
-181.277, -75.804, 17.040, 45.372
-181.264, -77.518, 17.208, 45.425
-181.257, -78.436, 17.298, 45.663
-181.243, -80.176, 17.468, 45.712
-181.237, -81.027, 17.551, 45.966
-181.223, -82.792, 17.723, 46.016
-181.216, -83.676, 17.809, 46.068
-181.209, -84.600, 17.899, 46.300
-181.195, -86.400, 18.075, 46.353
-181.187, -87.366, 18.169, 46.582
-181.172, -89.194, 18.345, 46.631
-181.165, -90.102, 18.430, 46.855
-181.150, -91.955, 18.587, 46.915
-181.141, -93.072, 18.664, 47.237
-181.125, -94.942, 18.718, 47.290
-181.117, -95.932, 18.690, 47.339
-181.109, -96.847, 18.624, 47.576
-181.094, -98.693, 18.355, 47.627
-181.086, -99.623, 18.154, 47.874
-181.071, -101.409, 17.698, 47.928
-181.062, -102.359, 17.427, 48.158
-181.047, -104.070, 16.927, 48.214
-181.039, -105.002, 16.660, 48.444
-181.024, -106.641, 16.234, 48.498
-181.016, -107.513, 16.042, 48.843
-181.002, -109.102, 15.780, 48.931
-180.989, -110.489, 15.647, 49.177
-180.974, -112.052, 15.590, 49.226
-180.967, -112.816, 15.594, 49.463
-180.952, -114.381, 15.651, 49.512
-180.945, -115.144, 15.698, 49.561
-180.938, -115.916, 15.756, 49.798
-180.923, -117.502, 15.901, 49.851
-180.915, -118.347, 15.990, 50.096
-180.900, -119.958, 16.176, 50.145
-180.892, -120.760, 16.275, 50.195
-180.884, -121.574, 16.379, 50.423
-180.868, -123.225, 16.597, 50.472
-180.860, -124.040, 16.707, 50.522
-180.852, -124.872, 16.820, 50.785
-180.836, -126.568, 17.052, 50.834
-180.827, -127.412, 17.167, 50.882
-180.819, -128.235, 17.277, 51.116
-180.802, -129.976, 17.491, 51.165
-180.793, -130.835, 17.584, 51.212
-180.785, -131.671, 17.656, 51.439
-180.767, -133.440, 17.688, 51.487
-180.758, -134.289, 17.620, 51.534
-180.750, -135.110, 17.496, 51.769
-180.732, -136.831, 17.053, 51.820
-180.723, -137.691, 16.749, 51.870
-180.714, -138.522, 16.419, 52.115
-180.697, -140.120, 15.721, 52.170
-180.687, -140.970, 15.325, 52.409
-180.671, -142.458, 14.617, 52.462
-180.662, -143.224, 14.255, 52.692
-180.646, -144.612, 13.634, 52.745
-180.638, -145.325, 13.343, 52.975
-180.623, -146.633, 12.897, 53.028
-180.615, -147.306, 12.724, 53.267
-180.600, -148.568, 12.519, 53.316
-180.593, -149.187, 12.472, 53.546
-180.578, -150.436, 12.467, 53.594
-180.570, -151.043, 12.498, 53.644
-180.563, -151.667, 12.548, 53.874
-180.548, -152.933, 12.692, 53.926
-180.540, -153.595, 12.785, 54.191
-180.524, -154.887, 12.989, 54.246
-180.515, -155.602, 13.112, 54.483
-180.499, -156.928, 13.352, 54.544
-180.488, -157.749, 13.506, 54.768
-180.471, -159.116, 13.768, 54.821
-180.462, -159.854, 13.911, 55.058
-180.444, -161.262, 14.186, 55.109
-180.434, -161.987, 14.327, 55.160
-180.425, -162.718, 14.469, 55.399
-180.406, -164.182, 14.752, 55.456
-180.394, -165.023, 14.913, 55.688
-180.374, -166.531, 15.198, 55.738
-180.363, -167.291, 15.340, 55.788
-180.353, -168.061, 15.483, 56.028
-180.331, -169.626, 15.769, 56.077
-180.319, -170.396, 15.907, 56.124
-180.309, -171.149, 16.041, 56.363
-180.284, -172.770, 16.324, 56.411
-180.273, -173.553, 16.457, 56.460
-180.260, -174.364, 16.592, 56.747
-180.233, -176.038, 16.833, 56.797
-180.219, -176.889, 16.921, 56.847
-180.204, -177.734, 16.962, 57.071
-180.171, -179.421, 16.802, 57.125
-180.150, -180.314, 16.583, 57.373
-180.105, -181.935, 16.018, 57.421
-180.080, -182.695, 15.688, 57.673
-180.019, -184.214, 14.925, 57.723
-179.983, -184.939, 14.517, 57.771
-179.946, -185.617, 14.108, 58.026
-179.856, -186.971, 13.233, 58.074
-179.809, -187.585, 12.811, 58.123
-179.755, -188.200, 12.377, 58.383
-179.639, -189.381, 11.533, 58.431
-179.579, -189.917, 11.151, 58.480
-179.515, -190.445, 10.783, 58.716
-179.378, -191.476, 10.127, 58.764
-179.309, -191.949, 9.865, 58.814
-179.234, -192.433, 9.637, 59.060
-179.079, -193.369, 9.349, 59.108
-179.002, -193.806, 9.288, 59.157
-178.918, -194.259, 9.271, 59.398
-178.739, -195.176, 9.347, 59.446
-178.647, -195.623, 9.421, 59.495
-178.548, -196.084, 9.513, 59.736
-178.337, -197.028, 9.742, 59.784
-178.230, -197.487, 9.865, 60.033
-177.994, -198.464, 10.142, 60.089
-177.852, -199.024, 10.304, 60.340
-177.585, -200.039, 10.605, 60.388
-177.448, -200.540, 10.754, 60.438
-177.301, -201.063, 10.909, 60.694
-176.993, -202.129, 11.223, 60.748
-176.817, -202.717, 11.394, 61.005
-176.475, -203.823, 11.711, 61.057
-176.288, -204.409, 11.876, 61.295
-175.909, -205.554, 12.194, 61.344
-175.715, -206.127, 12.350, 61.393
-175.513, -206.707, 12.506, 61.689
-175.087, -207.903, 12.823, 61.738
-174.869, -208.499, 12.977, 61.787
-174.645, -209.099, 13.131, 62.037
-174.169, -210.342, 13.444, 62.086
-173.928, -210.957, 13.596, 62.349
-173.414, -212.235, 13.905, 62.399
-173.148, -212.883, 14.060, 62.448
-172.878, -213.528, 14.211, 62.682
-172.313, -214.851, 14.516, 62.734
-172.011, -215.543, 14.673, 62.988
-171.406, -216.898, 14.975, 63.045
-171.050, -217.679, 15.145, 63.295
-170.405, -219.068, 15.443, 63.348
-170.052, -219.813, 15.600, 63.609
-169.366, -221.233, 15.894, 63.662
-168.991, -221.996, 16.049, 63.899
-168.266, -223.447, 16.340, 63.948
-167.899, -224.171, 16.482, 63.997
-167.527, -224.895, 16.623, 64.251
-166.752, -226.385, 16.909, 64.302
-166.345, -227.157, 17.055, 64.538
-165.533, -228.676, 17.337, 64.588
-165.119, -229.439, 17.476, 64.868
-164.272, -230.986, 17.754, 64.917
-163.852, -231.743, 17.888, 64.969
-163.400, -232.554, 18.030, 65.215
-162.508, -234.139, 18.304, 65.268
-162.028, -234.984, 18.447, 65.509
-161.103, -236.598, 18.717, 65.564
-160.585, -237.497, 18.865, 65.803
-159.629, -239.142, 19.131, 65.851
-159.167, -239.934, 19.257, 65.903
-158.659, -240.803, 19.394, 66.176
-157.670, -242.488, 19.656, 66.223
-157.199, -243.288, 19.778, 66.272
-156.707, -244.124, 19.904, 66.510
-155.689, -245.852, 20.161, 66.561
-155.170, -246.735, 20.289, 66.806
-154.136, -248.497, 20.542, 66.858
-153.597, -249.420, 20.671, 66.907
-153.086, -250.301, 20.793, 67.210
-152.043, -252.116, 21.038, 67.277
-151.344, -253.351, 21.198, 67.516
-150.310, -255.217, 21.432, 67.565
-149.807, -256.143, 21.543, 67.614
-149.304, -257.085, 21.653, 67.865
-148.299, -259.017, 21.847, 67.926
-147.702, -260.201, 21.930, 68.193
-146.744, -262.173, 21.902, 68.240
-146.308, -263.104, 21.767, 68.287
-145.888, -264.024, 21.567, 68.535
-145.036, -265.963, 20.978, 68.584
-144.642, -266.897, 20.629, 68.631
-144.279, -267.784, 20.267, 68.907
-143.559, -269.624, 19.451, 68.955
-143.238, -270.485, 19.046, 69.005
-142.922, -271.360, 18.625, 69.254
-142.337, -273.075, 17.788, 69.308
-142.046, -273.975, 17.348, 69.556
-141.552, -275.590, 16.575, 69.604
-141.335, -276.341, 16.231, 69.652
-141.129, -277.078, 15.911, 69.910
-140.729, -278.584, 15.341, 69.958
-140.551, -279.289, 15.123, 70.005
-140.384, -279.970, 14.944, 70.251
-140.045, -281.411, 14.665, 70.298
-139.894, -282.082, 14.581, 70.352
-139.724, -282.855, 14.517, 70.618
-139.424, -284.276, 14.479, 70.668
-139.281, -284.982, 14.492, 70.923
-139.003, -286.411, 14.570, 70.975
-138.863, -287.162, 14.632, 71.023
-138.737, -287.859, 14.699, 71.267
-138.485, -289.319, 14.865, 71.314
-138.371, -290.016, 14.953, 71.365
-138.251, -290.769, 15.054, 71.624
-138.023, -292.271, 15.268, 71.676
-137.911, -293.054, 15.384, 71.939
-137.702, -294.593, 15.618, 71.986
-137.608, -295.331, 15.733, 72.034
-137.515, -296.089, 15.852, 72.280
-137.334, -297.679, 16.102, 72.327
-137.254, -298.433, 16.222, 72.374
-137.178, -299.197, 16.343, 72.630
-137.027, -300.839, 16.601, 72.680
-136.958, -301.670, 16.731, 72.729
-136.895, -302.485, 16.858, 72.980
-136.780, -304.182, 17.121, 73.029
-136.730, -305.028, 17.250, 73.079
-136.685, -305.888, 17.380, 73.337
-136.612, -307.639, 17.641, 73.390
-136.582, -308.584, 17.781, 73.636
-136.544, -310.377, 18.043, 73.685
-136.534, -311.258, 18.169, 73.949
-136.534, -313.089, 18.427, 74.041
-136.559, -314.792, 18.662, 74.292
-136.618, -316.672, 18.915, 74.348
-136.665, -317.734, 19.054, 74.649
-136.778, -319.650, 19.302, 74.704
-136.856, -320.705, 19.436, 75.010
-137.030, -322.654, 19.680, 75.095
-137.211, -324.325, 19.884, 75.357
-137.462, -326.311, 20.126, 75.406
-137.602, -327.297, 20.243, 75.456
-137.755, -328.303, 20.362, 75.709
-138.097, -330.324, 20.597, 75.758
-138.282, -331.319, 20.709, 75.807
-138.481, -332.324, 20.821, 76.058
-138.924, -334.371, 21.037, 76.111
-139.185, -335.466, 21.137, 76.370
-139.722, -337.516, 21.230, 76.425
-140.044, -338.644, 21.135, 76.677
-140.662, -340.638, 20.731, 76.728
-140.995, -341.638, 20.433, 76.774
-141.303, -342.522, 20.128, 77.015
-141.985, -344.365, 19.379, 77.064
-142.324, -345.230, 18.978, 77.111
-142.655, -346.048, 18.574, 77.357
-143.361, -347.709, 17.732, 77.405
-143.702, -348.474, 17.372, 77.453
-144.044, -349.224, 16.991, 77.714
-144.751, -350.716, 16.153, 77.761
-145.076, -351.381, 15.765, 77.808
-145.402, -352.033, 15.324, 78.056
-146.078, -353.354, 14.467, 78.109
-146.424, -354.014, 14.007, 78.357
-147.059, -355.206, 13.123, 78.406
-147.355, -355.756, 12.712, 78.453
-147.633, -356.271, 12.336, 78.703
-148.201, -357.317, 11.589, 78.749
-148.453, -357.780, 11.286, 78.794
-148.694, -358.223, 11.026, 79.040
-149.207, -359.165, 10.500, 79.087
-149.440, -359.594, 10.328, 79.133
-149.666, -360.012, 10.207, 79.409
-150.146, -360.908, 10.092, 79.459
-150.382, -361.352, 10.097, 79.718
-150.859, -362.252, 10.193, 79.768
-151.097, -362.703, 10.272, 79.818
-151.339, -363.162, 10.367, 80.079
-151.829, -364.093, 10.588, 80.132
-152.094, -364.595, 10.720, 80.492
-152.602, -365.559, 10.985, 80.540
-152.852, -366.033, 11.119, 80.590
-153.113, -366.525, 11.261, 80.990
-153.649, -367.536, 11.554, 81.071
-154.096, -368.377, 11.798, 81.326
-154.660, -369.435, 12.103, 81.381
-154.977, -370.028, 12.272, 81.629
-155.566, -371.126, 12.581, 81.676
-155.849, -371.653, 12.727, 81.721
-156.120, -372.159, 12.865, 82.003
-156.738, -373.308, 13.175, 82.051
-157.038, -373.865, 13.323, 82.309
-157.679, -375.054, 13.632, 82.364
-158.037, -375.719, 13.801, 82.660
-158.699, -376.950, 14.108, 82.709
-159.028, -377.560, 14.256, 82.979
-159.711, -378.832, 14.560, 83.030
-160.065, -379.491, 14.715, 83.076
-160.389, -380.096, 14.855, 83.323
-161.098, -381.421, 15.155, 83.370
-161.438, -382.057, 15.295, 83.419
-161.794, -382.724, 15.441, 83.677
-162.526, -384.103, 15.737, 83.748
-163.051, -385.094, 15.944, 84.049
-163.802, -386.519, 16.235, 84.099
-164.181, -387.241, 16.379, 84.149
-164.566, -387.977, 16.524, 84.405
-165.336, -389.458, 16.810, 84.456
-165.730, -390.220, 16.955, 84.503
-166.098, -390.935, 17.088, 84.778
-166.883, -392.471, 17.369, 84.840
-167.370, -393.429, 17.540, 85.088
-168.166, -395.011, 17.817, 85.150
-168.659, -396.000, 17.986, 85.419
-169.463, -397.627, 18.259, 85.469
-169.868, -398.454, 18.395, 85.517
-170.256, -399.251, 18.524, 85.771
-171.066, -400.935, 18.791, 85.817
-171.442, -401.726, 18.914, 85.867
-171.849, -402.587, 19.047, 86.109
-172.661, -404.327, 19.309, 86.159
-173.065, -405.202, 19.438, 86.410
-173.877, -406.985, 19.697, 86.460
-174.281, -407.885, 19.825, 86.724
-175.090, -409.712, 20.079, 86.812
-175.803, -411.351, 20.302, 87.059
-176.602, -413.233, 20.551, 87.105
-176.971, -414.115, 20.665, 87.152
-177.343, -415.020, 20.780, 87.394
-178.126, -416.960, 21.022, 87.441
-178.490, -417.883, 21.135, 87.487
-178.844, -418.797, 21.245, 87.740
-179.599, -420.798, 21.481, 87.789
-179.960, -421.780, 21.594, 87.835
-180.299, -422.721, 21.702, 88.083
-181.019, -424.783, 21.932, 88.133
-181.375, -425.833, 22.048, 88.180
-181.704, -426.827, 22.156, 88.438
-182.384, -428.950, 22.383, 88.487
-182.712, -430.009, 22.494, 88.537
-183.034, -431.078, 22.605, 88.781
-183.669, -433.261, 22.828, 88.834
-183.999, -434.438, 22.947, 89.091
-184.601, -436.665, 23.170, 89.141
-184.897, -437.797, 23.282, 89.190
-185.184, -438.916, 23.393, 89.435
-185.750, -441.199, 23.616, 89.485
-186.028, -442.348, 23.727, 89.533
-186.294, -443.471, 23.835, 89.778
-186.836, -445.805, 24.056, 89.828
-187.102, -446.978, 24.165, 89.879
-187.370, -448.173, 24.276, 90.126
-187.893, -450.556, 24.493, 90.178
-188.163, -451.810, 24.606, 90.427
-188.675, -454.229, 24.820, 90.474
-188.915, -455.384, 24.920, 90.525
-189.172, -456.628, 25.028, 90.777
-189.671, -459.093, 25.237, 90.827
-189.920, -460.339, 25.342, 90.876
-190.159, -461.552, 25.442, 91.128
-190.648, -464.061, 25.647, 91.178
-190.891, -465.326, 25.749, 91.225
-191.119, -466.523, 25.845, 91.449
-191.599, -469.075, 26.046, 91.500
-191.842, -470.384, 26.147, 91.724
-192.318, -472.978, 26.664, 91.772
-192.548, -474.247, 27.081, 91.818
-192.772, -475.483, 27.469, 92.044
-193.265, -478.239, 28.285, 92.091
-193.498, -479.555, 28.652, 92.137
-193.727, -480.856, 29.002, 92.367
-194.235, -483.758, 29.740, 92.414
